"CODIGO";"DIGITO";"DESCRICAO";"NIVEL_1";"NIVEL_2";"NIVEL_3";"EMBALAGEM_FORNECEDOR";"EMBALAGEM_COMPRA";"CONVERSAO_COMPRA_ARMAZENAGEM";"UNIDADE_ESTOQUE";"EMBALAGEM_VENDA_0";"EMBALAGEM_VENDA_1";"EMBALAGEM_VENDA_2";"CD_VOLTAGEM"
"201240";"5";"TABUA PASSAR ROUPA MAD.    91750/140";"B - UTILIDADES DOMESTICAS";"BL - LAVANDERIA";"BLF - TABUAS DE PASSAR";"CX-30-UN";"UN-1-UN";"1,000000";"UN";"UN-1-UN";"CX-30-UN";"EB-150-UN";"0"
"201612";"5";"CX.ACOPL CARRARA CD11F DUA EBANOEB95";"W - LOUCAS E PIAS";"WA - BACIAS E CAIXAS";"WAB - CAIXAS PARA ACOPLAR";"CX-1-UN";"UN-1-UN";"1,000000";"UN";"UN-1-UN";"EB-5-UN";"EB-25-UN";"0"
"202149";"8";"CUBA LOC.APOIO 35CM RED.R1      PT02";"W - LOUCAS E PIAS";"WB - CUBAS E PIAS";"WBA - CUBAS E LAVATORIOS DE LOUCA";"CX-1-UN";"UN-1-UN";"1,000000";"UN";"UN-1-UN";"EB-5-UN";"EB-25-UN";"0"
"202150";"1";"CUBA LOC.APOIO C/MESA Q6  173068PG59";"W - LOUCAS E PIAS";"WB - CUBAS E PIAS";"WBA - CUBAS E LAVATORIOS DE LOUCA";"CX-1-UN";"UN-1-UN";"1,000000";"UN";"UN-1-UN";"EB-5-UN";"EB-25-UN";"0"
"202152";"8";"CUBA LOC.APOIO C/MESA Q1  173067PT02";"W - LOUCAS E PIAS";"WB - CUBAS E PIAS";"WBA - CUBAS E LAVATORIOS DE LOUCA";"CX-1-UN";"UN-1-UN";"1,000000";"UN";"UN-1-UN";"EB-5-UN";"EB-25-UN";"0"
"202481";"0";"CUBA LOC.SEMI-EN.QUAD.BASIC Q2  BR01";"W - LOUCAS E PIAS";"WB - CUBAS E PIAS";"WBA - CUBAS E LAVATORIOS DE LOUCA";"CX-1-UN";"UN-1-UN";"1,000000";"UN";"UN-1-UN";"EB-5-UN";"EB-25-UN";"0"
"207278";"5";"ROCADEIRA GAS.FS290 300MM    2000047";"M - MAQUINAS E MOTORES";"MF - AGRICOLAS E JARDINAGEM";"MFA - ROCADEIRAS";"UN-1-UN";"UN-1-UN";"1,000000";"UN";"UN-1-UN";" ";" ";"0"
"20801";"9";"ROCADEIRA GAS.FS220 300MM    2000034";"M - MAQUINAS E MOTORES";"MF - AGRICOLAS E JARDINAGEM";"MFA - ROCADEIRAS";"UN-1-UN";"UN-1-UN";"1,000000";"UN";"UN-1-UN";" ";" ";"0"
"209607";"2";"BACIA SNT.DUAL NEXO             BR01";"W - LOUCAS E PIAS";"WA - BACIAS E CAIXAS";"WAA - BACIAS SANITARIAS";"UN-1-UN";"UN-1-UN";"1,000000";"UN";"UN-1-UN";"EB-5-UN";"EB-25-UN";"0"
"214495";"6";"QUEIMADOR INFRA VERMELHO 2250 KCAL/H";"N - INDUSTRIAL E NEGOCIOS";"NA - COZINHA INDUSTRIAL";"NAE - QUEIMADORES INFRAVERMELHOS";"CX-10-UN";"UN-1-UN";"1,000000";"UN";"UN-1-UN";" ";" ";"0"
"214841";"2";"INT.SPL MOD 1M S/TAMPA SL4001/0FLLIG";"E - MATERIAIS ELETRICOS";"EA - TOMADAS E INTERRUPTORES";"EAB - INTERRUPTORES E PULSADORES";"CX-10-UN";"UN-1-UN";"1,000000";"UN";"UN-1-UN";"CX-10-UN";"EB-50-UN";"0"
"215356";"4";"INT.PAR.MOD 1M S/TAMPA SL40030FLIG";"E - MATERIAIS ELETRICOS";"EA - TOMADAS E INTERRUPTORES";"EAB - INTERRUPTORES E PULSADORES";"CX-10-UN";"UN-1-UN";"1,000000";"UN";"UN-1-UN";"CX-10-UN";"EB-50-UN";"0"
"215398";"0";"SIRENE ALCANCE 3000MTS     FLEX M220";"E - MATERIAIS ELETRICOS";"EL - SINALIZACAO E SEGURANCA";"ELB - SIRENES";"CX-4-UN";"UN-1-UN";"1,000000";"UN";"UN-1-UN";"EB-5-UN";"EB-25-UN";"3"
"218197";"5";"RODAPE NT  7CM 446RP/NA-01 2.40ML/PC";"C - PISOS E REVESTIMENTOS";"CB - NAO CERAMICOS";"CBC - RODAPES, RODAMEIOS E RODATETOS";"CX-11-UN";"UN-1-UN";"1,000000";"UN";"UN-1-UN";"EB-12-UN";" ";"0"
"220211";"5";"SILICONE ACETICO ALTA TEMP.VM    50G";"S - TINTAS E QUIMICOS";"SC - ADERENTES E VEDADORES";"SCC - ADESIVOS, MASSAS E COLAS";"CX-12-UN";"CX-1-CX";"12,000000";"UN";"UN-1-UN";"CX-12-UN";"EB-60-UN";"0"
"22127";"9";"MODULO CEGO 1S       SL4950F PT LLIG";"E - MATERIAIS ELETRICOS";"EA - TOMADAS E INTERRUPTORES";"EAC - PLACAS, SUPORTES, MODULOS E MOLDURAS";"CX-10-CA";"CA-1-CA";"1,000000";"CA";"CA-1-CA";"CX-10-CA";"EB-50-CA";"0"
"221711";"2";"CUBA LOC.APOIO C/MESA Q6  173068PT02";"W - LOUCAS E PIAS";"WB - CUBAS E PIAS";"WBA - CUBAS E LAVATORIOS DE LOUCA";"CX-1-UN";"UN-1-UN";"1,000000";"UN";"UN-1-UN";"EB-5-UN";"EB-25-UN";"0"
"22210";"0";"PICHE EXTRA                     3,6L";"S - TINTAS E QUIMICOS";"SE - IMPERMEABILIZANTES";"SEA - IMPERMEABILIZANTES";"CX-4-GL";"CX-1-CX";"4,000000";"GL";"GL-1-GL";"PT-4-GL";"EB-20-GL";"0"
"22211";"9";"PICHE EXTRA                    18,0L";"S - TINTAS E QUIMICOS";"SE - IMPERMEABILIZANTES";"SEA - IMPERMEABILIZANTES";"PT-1-BD";"BD-1-BD";"1,000000";"BD";"BD-1-BD";"EB-5-BD";"EB-25-BD";"0"
"222409";"7";"SANDUICH.ELET.GRILL    CROME IX M127";"D - ELETROS";"DE - ELETROPORTATEIS PARA COZINHA";"DED - SANDUICHEIRAS, GRILLS E CHURRASQUEIRAS";"CX-6-UN";"UN-1-UN";"1,000000";"UN";"UN-1-UN";" ";" ";"1"
"22271";"2";"MODULO CEGO 1S       SN4950F BR LLIG";"E - MATERIAIS ELETRICOS";"EA - TOMADAS E INTERRUPTORES";"EAC - PLACAS, SUPORTES, MODULOS E MOLDURAS";"CX-10-CA";"CA-1-CA";"1,000000";"CA";"CA-1-CA";"CX-10-CA";"EB-50-CA";"0"
"223443";"2";"BA/CX CJ.INFANT. 3/6LT     08769  BR";"W - LOUCAS E PIAS";"WA - BACIAS E CAIXAS";"WAC - CONJUNTO DE BACIA E CAIXA PARA ACOPLAR";"UN-1-UN";"UN-1-UN";"1,000000";"UN";"UN-1-UN";" ";" ";"0"
"223565";"0";"FATIADOR OVOS IX/PLS 10CM BR 2202366";"B - UTILIDADES DOMESTICAS";"BG - ACESSORIOS PARA PREPARACAO";"BGO - ACESSORIOS PARA CORTAR, DESCASCAR E DESCAMAR";"CX-12-UN";"UN-1-UN";"1,000000";"UN";"UN-1-UN";"EB-12-UN";"EB-60-UN";"0"
"223996";"5";"VALV.PIA                   CR    VP2";"U - METAIS E ACESSORIOS";"UD - REGISTROS E VALVULAS";"UDC - VALVULAS PARA PIAS, TANQUES, LAVATORIOS E CUBAS";"CX-10-UN";"UN-1-UN";"1,000000";"UN";"UN-1-UN";"PT-50-UN";"EB-250-UN";"0"
"225465";"4";"CHAVE FEN. RELOJOEIRO JG06      9528";"F - FERRAMENTAS";"FJ - FERRAMENTAS MANUAIS";"FJB - JOGOS DE CHAVES DE FENDA, PHILLIPS, TORX® E ALLEN";"CX-10-UN";"UN-1-UN";"1,000000";"UN";"UN-1-UN";"EB-10-UN";"EB-50-UN";"0"
"228382";"4";"CUBA LOC.APOIO 44X25 CURVE1 1730BR01";"W - LOUCAS E PIAS";"WB - CUBAS E PIAS";"WBA - CUBAS E LAVATORIOS DE LOUCA";"CX-1-UN";"UN-1-UN";"1,000000";"UN";"UN-1-UN";"EB-5-UN";"EB-25-UN";"0"
"228445";"6";"COLUNA SUSP.CITY          12020 BR01";"W - LOUCAS E PIAS";"WB - CUBAS E PIAS";"WBC - COLUNAS PARA CUBAS E PIAS";"UN-1-UN";"UN-1-UN";"1,000000";"UN";"UN-1-UN";"EB-5-UN";"EB-25-UN";"0"
"228446";"4";"LAVAT.LOC.P/COL.CITY49X40 12000 BR01";"W - LOUCAS E PIAS";"WB - CUBAS E PIAS";"WBA - CUBAS E LAVATORIOS DE LOUCA";"CX-1-UN";"UN-1-UN";"1,000000";"UN";"UN-1-UN";"EB-5-UN";"EB-25-UN";"0"
"229499";"0";"TORNEIRA LAVA.MESA CR ECONO.C23 1193";"U - METAIS E ACESSORIOS";"UB - TORNEIRAS, BICAS E MISTURADORES";"UBN - TORNEIRAS LAVATÓRIO";"CX-12-UN";"UN-1-UN";"1,000000";"UN";"UN-1-UN";"EB-10-UN";"EB-50-UN";"0"
"229501";"6";"TORNEIRA PIA PARE.CR ABS    C23 1159";"U - METAIS E ACESSORIOS";"UB - TORNEIRAS, BICAS E MISTURADORES";"UBM - TORNEIRAS COZINHA PAREDE";"CX-12-UN";"UN-1-UN";"1,000000";"UN";"UN-1-UN";"EB-5-UN";"EB-25-UN";"0"
"232087";"8";"CHAPA CHURRASQUEIRA GAS  65CM    C65";"N - INDUSTRIAL E NEGOCIOS";"NA - COZINHA INDUSTRIAL";"NAC - CHAPAS, PRENSAS E SANDUICHEIRAS";"CX-2-UN";"UN-1-UN";"1,000000";"UN";"UN-1-UN";" ";" ";"0"
"232092";"4";"CHAPA CHURRASQUEIRA GAS 100CM   C100";"N - INDUSTRIAL E NEGOCIOS";"NA - COZINHA INDUSTRIAL";"NAC - CHAPAS, PRENSAS E SANDUICHEIRAS";"UN-2-UN";"UN-1-UN";"1,000000";"UN";"UN-1-UN";" ";" ";"0"
"238875";"8";"CANECA VID.130ML CAFE           0230";"B - UTILIDADES DOMESTICAS";"BB - SERVIR - PRESENTES";"BBF - CANECAS - PRESENTES";"CX-12-UN";"CX-1-CX";"12,000000";"UN";"UN-1-UN";"CX-12-UN";"EB-60-UN";"0"
"240104";"5";"TIGELA PORC.300ML S/ASA    C12J-9001";"B - UTILIDADES DOMESTICAS";"BB - SERVIR - PRESENTES";"BBL - SALADEIRAS E TIGELAS - PRESENTES";"CX-12-UN";"CX-1-CX";"12,000000";"UN";"UN-1-UN";"CX-12-UN";"EB-30-UN";"0"
"242267";"0";"ACAB.REGIS TAM-1  CR GIOIA   1/2-3/4";"U - METAIS E ACESSORIOS";"UE - BASES E ACABAMENTOS";"UEA - ACABAMENTOS PARA REGISTROS";"CX-6-UN";"UN-1-UN";"1,000000";"UN";"UN-1-UN";"EB-10-UN";"EB-50-UN";"0"
"242309";"0";"ADEGA CLIMATIZ.13GARRAF. AD1511 M127";"D - ELETROS";"DB - REFRIGERACAO";"DBE - ADEGAS CLIMATIZADAS";"CX-1-UN";"UN-1-UN";"1,000000";"UN";"UN-1-UN";" ";" ";"1"
"242310";"3";"ADEGA CLIMATIZ.13GARRAF. AD1522 M220";"D - ELETROS";"DB - REFRIGERACAO";"DBE - ADEGAS CLIMATIZADAS";"CX-1-UN";"UN-1-UN";"1,000000";"UN";"UN-1-UN";" ";" ";"2"
"243497";"0";"PLUG ADAP.2P+T 20A CZ CHATO";"E - MATERIAIS ELETRICOS";"EG - PLUGS E EXTENSOES ELETRICAS";"EGA - PLUGUES E PROLONGADORES";"CX-25-UN";"UN-1-UN";"1,000000";"UN";"UN-1-UN";"CX-50-UN";"EB-250-UN";"0"
"246706";"2";"PORTA-LAMP.FLUO.ANTIVIB.          88";"I - ILUMINACAO";"IE - ACESSORIOS E COMPONENTES";"IEB - PORTA LAMPADAS E SOQUETES";"SC-1-PT";"PT-1-PT";"1,000000";"PT";"PT-1-PT";"EB-20-PT";"EB-100-PT";"0"
"247072";"1";"CUBA LOC.APOIO S/MESA R3 173085 BR01";"W - LOUCAS E PIAS";"WB - CUBAS E PIAS";"WBA - CUBAS E LAVATORIOS DE LOUCA";"CX-1-UN";"UN-1-UN";"1,000000";"UN";"UN-1-UN";"EB-5-UN";"EB-25-UN";"0"
"247076";"4";"CUBA LOC.APOIO S/MESA QR3 173075BR01";"W - LOUCAS E PIAS";"WB - CUBAS E PIAS";"WBA - CUBAS E LAVATORIOS DE LOUCA";"CX-1-UN";"UN-1-UN";"1,000000";"UN";"UN-1-UN";"EB-5-UN";"EB-25-UN";"0"
"249007";"2";"FECH.EX RM IXP 900/882        VICTO.";"G - PORTAS, JANELAS E FECHADURAS";"GC - FECHADURAS";"GCA - FECHADURAS PARA PORTA";"UN-1-UN";"UN-1-UN";"1,000000";"UN";"UN-1-UN";"EB-5-UN";"EB-25-UN";"0"
"249008";"0";"FECH.IN RM IXP 901/882        VICTO.";"G - PORTAS, JANELAS E FECHADURAS";"GC - FECHADURAS";"GCA - FECHADURAS PARA PORTA";"UN-1-UN";"UN-1-UN";"1,000000";"UN";"UN-1-UN";"EB-5-UN";"EB-25-UN";"0"
"249009";"9";"FECH.WC RM IXP 902/882        VICTO.";"G - PORTAS, JANELAS E FECHADURAS";"GC - FECHADURAS";"GCA - FECHADURAS PARA PORTA";"UN-1-UN";"UN-1-UN";"1,000000";"UN";"UN-1-UN";"EB-5-UN";"EB-25-UN";"0"
"249010";"2";"FECH.EX RM IXE 882/90         VICTO.";"G - PORTAS, JANELAS E FECHADURAS";"GC - FECHADURAS";"GCA - FECHADURAS PARA PORTA";"UN-1-UN";"UN-1-UN";"1,000000";"UN";"UN-1-UN";"EB-5-UN";"EB-25-UN";"0"
"249011";"0";"FECH.IN RM IXE 882/90         VICTO.";"G - PORTAS, JANELAS E FECHADURAS";"GC - FECHADURAS";"GCA - FECHADURAS PARA PORTA";"UN-1-UN";"UN-1-UN";"1,000000";"UN";"UN-1-UN";"EB-5-UN";"EB-25-UN";"0"
"249013";"7";"FECH.WC RM IXE 882/90         VICTO.";"G - PORTAS, JANELAS E FECHADURAS";"GC - FECHADURAS";"GCA - FECHADURAS PARA PORTA";"UN-1-UN";"UN-1-UN";"1,000000";"UN";"UN-1-UN";"EB-5-UN";"EB-25-UN";"0"
"251583";"0";"LIQUID.INDL 1,5L AL.ROT.     LT M220";"N - INDUSTRIAL E NEGOCIOS";"NC - PROCESSADORES INDUSTRIAIS";"NCB - LIQUIDIFICADORES";"CX-4-UN";"UN-1-UN";"1,000000";"UN";"UN-1-UN";" ";" ";"2"
"252754";"5";"PORCEL.A 60X60 NAT.BIANCO PLS 1,44M2";"C - PISOS E REVESTIMENTOS";"CA - CERAMICOS E PORCELANATOS";"CAB - PORCELANATOS";"PL-60,48-M2";"M2-1-M2";"1,000000";"M2";"M2-1-M2";"EB-70-M2";"EB-140-M2";"0"
"253368";"5";"RESIST.DUCH.SPACE/SMART   5500W M127";"U - METAIS E ACESSORIOS";"UA - DUCHAS E CHUVEIROS";"UAB - RESISTENCIAS ELETRICAS";"CX-20-UN";"UN-1-UN";"1,000000";"UN";"UN-1-UN";"CX-20-UN";"EB-100-UN";"1"
"253369";"3";"RESIST.DUCH.SPACE/MART    6400W M220";"U - METAIS E ACESSORIOS";"UA - DUCHAS E CHUVEIROS";"UAB - RESISTENCIAS ELETRICAS";"CX-20-UN";"UN-1-UN";"1,000000";"UN";"UN-1-UN";"CX-20-UN";"EB-100-UN";"2"
"255256";"6";"RESIST.DUCH.BANHAO POWER  6400W M220";"U - METAIS E ACESSORIOS";"UA - DUCHAS E CHUVEIROS";"UAB - RESISTENCIAS ELETRICAS";"CX-20-UN";"UN-1-UN";"1,000000";"UN";"UN-1-UN";"CX-20-UN";"EB-100-UN";"2"
"255763";"0";"BANHEIRA IMERS.ESM.EUROPA120X70";"W - LOUCAS E PIAS";"WD - BANHEIRAS E ACESSORIOS";"WDA - BANHEIRAS";"UN-1-UN";"UN-1-UN";"1,000000";"UN";"UN-1-UN";"EB-3-UN";"EB-9-UN";"0"
"255764";"9";"BANHEIRA IMERS.ESM.EUROPA150X70";"W - LOUCAS E PIAS";"WD - BANHEIRAS E ACESSORIOS";"WDA - BANHEIRAS";"UN-1-UN";"UN-1-UN";"1,000000";"UN";"UN-1-UN";"EB-3-UN";"EB-9-UN";"0"
"258504";"9";"FECH.WC EM CR  1220       ITALY SOFT";"G - PORTAS, JANELAS E FECHADURAS";"GC - FECHADURAS";"GCA - FECHADURAS PARA PORTA";"CX-16-UN";"UN-1-UN";"1,000000";"UN";"UN-1-UN";"EB-5-UN";"EB-25-UN";"0"
"258508";"1";"FECH.EX EB CR  1201             SOFT";"G - PORTAS, JANELAS E FECHADURAS";"GC - FECHADURAS";"GCA - FECHADURAS PARA PORTA";"CX-16-UN";"UN-1-UN";"1,000000";"UN";"UN-1-UN";"EB-5-UN";"EB-25-UN";"0"
"258513";"8";"FECH.EX EM CR  1201       ITALY SOFT";"G - PORTAS, JANELAS E FECHADURAS";"GC - FECHADURAS";"GCA - FECHADURAS PARA PORTA";"CX-16-UN";"UN-1-UN";"1,000000";"UN";"UN-1-UN";"EB-5-UN";"EB-25-UN";"0"
"258519";"7";"FECH.IN EM CR  1210       ITALY SOFT";"G - PORTAS, JANELAS E FECHADURAS";"GC - FECHADURAS";"GCA - FECHADURAS PARA PORTA";"CX-16-UN";"UN-1-UN";"1,000000";"UN";"UN-1-UN";"EB-5-UN";"EB-25-UN";"0"
"259971";"6";"LUVA PPR F/F                    32MM";"H - TUBOS E CONEXOES";"HA - TUBOS E CONEXOES";"HAI - CONEXOES PARA AGUA QUENTE";"PT-10-UN";"UN-1-UN";"1,000000";"UN";"UN-1-UN";"PT-10-UN";"EB-50-UN";"0"
"260256";"3";"TINT.ESM.DIAL.B.AGUA BR 0,9L BR.NEVE";"S - TINTAS E QUIMICOS";"SA - TINTAS";"SAC - TINTAS ESMALTE";"CX-6-LA";"LA-1-LA";"1,000000";"LA";"LA-1-LA";"PT-6-LA";"EB-30-LA";"0"
"260273";"3";"TINT.ESM.DIAL.B.AGUA BR 0,9L   PRETO";"S - TINTAS E QUIMICOS";"SA - TINTAS";"SAC - TINTAS ESMALTE";"PT-6-LA";"LA-1-LA";"1,000000";"LA";"LA-1-LA";"PT-6-LA";"EB-30-LA";"0"
"260298";"9";"TINT.ESM.DIAL.B.AGUA BR 3,6L LARANJA";"S - TINTAS E QUIMICOS";"SA - TINTAS";"SAC - TINTAS ESMALTE";"CX-4-GL";"GL-1-GL";"1,000000";"GL";"GL-1-GL";"PT-4-GL";"EB-20-GL";"0"
"260320";"9";"TINT.ESM.DIAL.B.AGUA BR 3,6L  MARFIM";"S - TINTAS E QUIMICOS";"SA - TINTAS";"SAC - TINTAS ESMALTE";"CX-4-GL";"GL-1-GL";"1,000000";"GL";"GL-1-GL";"PT-4-GL";"EB-20-GL";"0"
"260321";"7";"TINT.ESM.DIAL.B.AGUA BR 3,6L PLATINA";"S - TINTAS E QUIMICOS";"SA - TINTAS";"SAC - TINTAS ESMALTE";"CX-4-GL";"GL-1-GL";"1,000000";"GL";"GL-1-GL";"PT-4-GL";"EB-20-GL";"0"
"260322";"5";"TINT.ESM.DIAL.B.AGUA BR 3,6L   PRETO";"S - TINTAS E QUIMICOS";"SA - TINTAS";"SAC - TINTAS ESMALTE";"CX-4-GL";"GL-1-GL";"1,000000";"GL";"GL-1-GL";"PT-4-GL";"EB-20-GL";"0"
"260323";"3";"TINT.ESM.DIAL.B.AGUA BR 3,6L  TABACO";"S - TINTAS E QUIMICOS";"SA - TINTAS";"SAC - TINTAS ESMALTE";"CX-4-GL";"GL-1-GL";"1,000000";"GL";"GL-1-GL";"PT-4-GL";"EB-20-GL";"0"
"260660";"7";"DUCHA GORDUC.4T   5450W C/B     M127";"U - METAIS E ACESSORIOS";"UA - DUCHAS E CHUVEIROS";"UAA - CHUVEIROS";"UN-1-UN";"UN-1-UN";"1,000000";"UN";"UN-1-UN";"CX-20-UN";" ";"1"
"261159";"7";"TORNEIRA ELET.MESA CR SENS.1188 M220";"U - METAIS E ACESSORIOS";"UB - TORNEIRAS, BICAS E MISTURADORES";"UBC - TORNEIRAS COM SENSOR";"UN-1-UN";"UN-1-UN";"1,000000";"UN";"UN-1-UN";"EB-5-UN";"EB-25-UN";"2"
"261595";"9";"FILTRO REFIL CHUVEIRO PLS KDF   0007";"U - METAIS E ACESSORIOS";"UB - TORNEIRAS, BICAS E MISTURADORES";"UBJ - REFIS PARA FILTROS";"CX-4-UN";"UN-1-UN";"1,000000";"UN";"UN-1-UN";"CX-8-UN";"EB-40-UN";"0"
"262790";"6";"LIQUID.INDL 1,5L AL.ROT.    LIN M220";"N - INDUSTRIAL E NEGOCIOS";"NC - PROCESSADORES INDUSTRIAIS";"NCB - LIQUIDIFICADORES";"CX-4-UN";"UN-1-UN";"1,000000";"UN";"UN-1-UN";" ";" ";"2"
"263317";"5";"TINT.ESM.DIAL.B.AGUA AC 0,9L BR.NEVE";"S - TINTAS E QUIMICOS";"SA - TINTAS";"SAC - TINTAS ESMALTE";"PT-6-LA";"LA-1-LA";"1,000000";"LA";"LA-1-LA";"PT-6-LA";"EB-30-LA";"0"
"263337";"0";"LIQUID.INDL 4,0L 1/2HP  LS04MBN M220";"N - INDUSTRIAL E NEGOCIOS";"NC - PROCESSADORES INDUSTRIAIS";"NCB - LIQUIDIFICADORES";"CX-4-UN";"UN-1-UN";"1,000000";"UN";"UN-1-UN";" ";" ";"2"
"264191";"7";"LIQUID.INDL 8,0L 1/2HP  LS08MBN M220";"N - INDUSTRIAL E NEGOCIOS";"NC - PROCESSADORES INDUSTRIAIS";"NCB - LIQUIDIFICADORES";"CX-4-UN";"UN-1-UN";"1,000000";"UN";"UN-1-UN";" ";" ";"2"
"265138";"6";"TANQUE SINT.SPL 055X042 MR IMP.";"W - LOUCAS E PIAS";"WC - TANQUES";"WCD - TANQUES DE GRANITO";"UN-1-UN";"UN-1-UN";"1,000000";"UN";"UN-1-UN";"EB-5-UN";"EB-25-UN";"0"
"265147";"5";"TANQUE SINT.SPL 055X042 CZ REAL";"W - LOUCAS E PIAS";"WC - TANQUES";"WCD - TANQUES DE GRANITO";"UN-1-UN";"UN-1-UN";"1,000000";"UN";"UN-1-UN";"EB-5-UN";"EB-25-UN";"0"
"267049";"6";"CUBA LOC.SOB/AP.41X34 Q7 173045 BR01";"W - LOUCAS E PIAS";"WB - CUBAS E PIAS";"WBA - CUBAS E LAVATORIOS DE LOUCA";"CX-1-UN";"UN-1-UN";"1,000000";"UN";"UN-1-UN";"EB-5-UN";"EB-25-UN";"0"
"26818";"6";"CUBA LOC.APOIO CILIN.L71   GELO GE17";"W - LOUCAS E PIAS";"WB - CUBAS E PIAS";"WBA - CUBAS E LAVATORIOS DE LOUCA";"CX-1-UN";"UN-1-UN";"1,000000";"UN";"UN-1-UN";"EB-5-UN";"EB-25-UN";"0"
"269039";"0";"CX.ACOPL UNIVER.CD00F DUA.VERDE MV60";"W - LOUCAS E PIAS";"WA - BACIAS E CAIXAS";"WAB - CAIXAS PARA ACOPLAR";"CX-1-UN";"UN-1-UN";"1,000000";"UN";"UN-1-UN";"EB-5-UN";"EB-25-UN";"0"
"269274";"0";"TINT.ACR.ACABA.MOFO FC 18,0L BR.NEVE";"S - TINTAS E QUIMICOS";"SA - TINTAS";"SAA - TINTAS ACRILICAS E PVA";"LO-1-LO";"LO-1-LO";"1,000000";"LO";"LO-1-LO";"EB-5-LO";"EB-25-LO";"0"
"269279";"1";"TINT.ACR.ACABA.MOFO FC  3,6L BR.NEVE";"S - TINTAS E QUIMICOS";"SA - TINTAS";"SAA - TINTAS ACRILICAS E PVA";"PL-180-GL";"GL-1-GL";"1,000000";"GL";"GL-1-GL";"PT-4-GL";"EB-20-GL";"0"
"269436";"0";"BACIA SNT.ACESSO CONF.C/ABERT.  BR01";"W - LOUCAS E PIAS";"WA - BACIAS E CAIXAS";"WAA - BACIAS SANITARIAS";"UN-1-UN";"UN-1-UN";"1,000000";"UN";"UN-1-UN";"EB-5-UN";"EB-25-UN";"0"
"270605";"9";"CX.ELET.PLS 4X4 AM OCT0G.  57500/004";"E - MATERIAIS ELETRICOS";"EC - CAIXAS, DUTOS E CALHAS ELETRICAS";"ECT - CAIXAS ELETRICAS";"CX-60-UN";"UN-1-UN";"1,000000";"UN";"UN-1-UN";"CX-60-UN";" ";"0"
"272957";"1";"LIMPADOR VAPOR 5 ACESS. SC 2     127";"M - MAQUINAS E MOTORES";"ME - LIMPEZA";"MED - LIMPADORES A VAPOR";"CX-1-UN";"UN-1-UN";"1,000000";"UN";"UN-1-UN";" ";" ";"1"
"273352";"8";"FILTRO TORN.POLIP.KDF           0018";"U - METAIS E ACESSORIOS";"UB - TORNEIRAS, BICAS E MISTURADORES";"UBI - FILTROS DE AGUA";"CX-12-UN";"UN-1-UN";"1,000000";"UN";"UN-1-UN";"CX-8-UN";"EB-40-UN";"0"
"274457";"0";"FRITADOR 1 CESTO ELETR.   FE10N M220";"N - INDUSTRIAL E NEGOCIOS";"NA - COZINHA INDUSTRIAL";"NAF - FRITADORES";"CX-1-UN";"UN-1-UN";"1,000000";"UN";"UN-1-UN";" ";" ";"2"
"274459";"7";"FRITADOR 2 CESTOS ELETR. FED20N M220";"N - INDUSTRIAL E NEGOCIOS";"NA - COZINHA INDUSTRIAL";"NAF - FRITADORES";"CX-1-UN";"UN-1-UN";"1,000000";"UN";"UN-1-UN";" ";" ";"0"
"27525";"5";"CUBA LOC.EMB.49X37 RET.    7610 BR01";"W - LOUCAS E PIAS";"WB - CUBAS E PIAS";"WBA - CUBAS E LAVATORIOS DE LOUCA";"CX-1-UN";"UN-1-UN";"1,000000";"UN";"UN-1-UN";"EB-5-UN";"EB-25-UN";"0"
"275674";"9";"TIGELA CER.CEREAL 600ML AZ E01B-0824";"B - UTILIDADES DOMESTICAS";"BB - SERVIR - PRESENTES";"BBL - SALADEIRAS E TIGELAS - PRESENTES";"CX-12-UN";"CX-1-CX";"12,000000";"UN";"UN-1-UN";"CX-12-UN";"EB-60-UN";"0"
"275675";"7";"TIGELA CER.CEREAL 600ML AM E01B-0654";"B - UTILIDADES DOMESTICAS";"BB - SERVIR - PRESENTES";"BBL - SALADEIRAS E TIGELAS - PRESENTES";"CX-12-UN";"CX-1-CX";"12,000000";"UN";"UN-1-UN";"CX-12-UN";"EB-60-UN";"0"
"276208";"0";"PROTETOR COLCHAO KING PROTEGE";"K - CAMA, MESA E BANHO";"KA - CAMA";"KAF - CAPAS E PROTETORES PARA COLCHAO";"CX-6-UN";"UN-1-UN";"1,000000";"UN";"UN-1-UN";"EB-5-UN";"EB-25-UN";"0"
"276764";"3";"ESCORREDOR PRATO PLS        BR 10848";"B - UTILIDADES DOMESTICAS";"BD - ORGANIZAR";"BDM - ESCORREDORES DE PRATOS, COPOS E TALHERES - PLASTICOS";"CX-4-UN";"UN-1-UN";"1,000000";"UN";"UN-1-UN";" ";" ";"0"
"278467";"0";"LIQUID.INDL  25L 1HP     LB25MB M220";"N - INDUSTRIAL E NEGOCIOS";"NC - PROCESSADORES INDUSTRIAIS";"NCB - LIQUIDIFICADORES";"CX-4-UN";"UN-1-UN";"1,000000";"UN";"UN-1-UN";" ";" ";"2"
"279323";"7";"CANECA PLS 350ML             VM D110";"B - UTILIDADES DOMESTICAS";"BC - SERVIR - PLASTICOS";"BCC - CANECAS - PLASTICOS";"CX-12-UN";"UN-1-UN";"1,000000";"UN";"UN-1-UN";"EB-20-UN";"EB-100-UN";"0"
