COD_EMPRESA,CODIGO,ESTOQUE_INICIAL,QTD_VENDIDA_TOTAL,VENDA_MEDIA_DIARIA,DIAS_COBERTURA_ESTOQUE_INICIAL,DESCRICAO,NIVEL_1,CD_CIDADE,CD_ESTADO
7,467022,0.0,159.0,0.21780821917808219,0.0,FRONHA AVULSA MALHA BASIC         VD,"K - CAMA, MESA E BANHO",Natal,RN
9,467022,0.0,150.0,0.2054794520547945,0.0,FRONHA AVULSA MALHA BASIC         VD,"K - CAMA, MESA E BANHO",Salvador,BA
9,467036,0.0,248.0,0.33972602739726027,0.0,LENCOL JG CASAL ESSENCIALE    SORT.2,"K - CAMA, MESA E BANHO",Salvador,BA
9,467065,0.0,51.0,0.06986301369863014,0.0,TOALHA BANHAO CAPRI AZUL ENCANT.2476,"K - CAMA, MESA E BANHO",Salvador,BA
3,467102,0.0,110.0,0.1506849315068493,0.0,"TINT.ACR.TQ.LUZ  BD SB  3,6L BR.NEVE",S - TINTAS E QUIMICOS,Salvador,BA
6,467794,0.0,49.0,0.06712328767123288,0.0,DESCANSO COPO PLS 04PC       MF 8564,B - UTILIDADES DOMESTICAS,Joao Pessoa,PB
93,467737,0.0,932.0,1.2767123287671234,0.0,COND.SPLIT 9000 COND+EVAP. ACST9F-02,D - ELETROS,Alhandra,PB
4,467740,0.0,299.0,0.4095890410958904,0.0,LIXEIRA PIA PLS 2.5L        CZ 17009,B - UTILIDADES DOMESTICAS,Recife,PE
5,467740,0.0,176.0,0.2410958904109589,0.0,LIXEIRA PIA PLS 2.5L        CZ 17009,B - UTILIDADES DOMESTICAS,Aracaju,SE
6,467740,0.0,310.0,0.4246575342465753,0.0,LIXEIRA PIA PLS 2.5L        CZ 17009,B - UTILIDADES DOMESTICAS,Joao Pessoa,PB
7,467740,0.0,156.0,0.2136986301369863,0.0,LIXEIRA PIA PLS 2.5L        CZ 17009,B - UTILIDADES DOMESTICAS,Natal,RN
8,467740,0.0,96.0,0.13150684931506848,0.0,LIXEIRA PIA PLS 2.5L        CZ 17009,B - UTILIDADES DOMESTICAS,Caruaru,PE
9,467740,0.0,278.0,0.38082191780821917,0.0,LIXEIRA PIA PLS 2.5L        CZ 17009,B - UTILIDADES DOMESTICAS,Salvador,BA
2,467751,0.0,60.0,0.0821917808219178,0.0,TIGELA PLS CEREAL 1L         IMB 715,B - UTILIDADES DOMESTICAS,Recife,PE
3,467751,0.0,48.0,0.06575342465753424,0.0,TIGELA PLS CEREAL 1L         IMB 715,B - UTILIDADES DOMESTICAS,Salvador,BA
4,467794,0.0,60.0,0.0821917808219178,0.0,DESCANSO COPO PLS 04PC       MF 8564,B - UTILIDADES DOMESTICAS,Recife,PE
92,467737,0.0,166.0,0.2273972602739726,0.0,COND.SPLIT 9000 COND+EVAP. ACST9F-02,D - ELETROS,Cabo De Santo Agostinho,PE
9,467794,0.0,48.0,0.06575342465753424,0.0,DESCANSO COPO PLS 04PC       MF 8564,B - UTILIDADES DOMESTICAS,Salvador,BA
3,467870,0.0,77.0,0.10547945205479452,0.0,PISO FELP. BELIZE BG            1534,"K - CAMA, MESA E BANHO",Salvador,BA
9,467870,0.0,74.0,0.10136986301369863,0.0,PISO FELP. BELIZE BG            1534,"K - CAMA, MESA E BANHO",Salvador,BA
2,467893,0.0,93.0,0.1273972602739726,0.0,COLCHA SOLTE+P.TRAV 2PC STUDIO  SORT,"K - CAMA, MESA E BANHO",Recife,PE
3,467893,0.0,58.0,0.07945205479452055,0.0,COLCHA SOLTE+P.TRAV 2PC STUDIO  SORT,"K - CAMA, MESA E BANHO",Salvador,BA
4,467893,0.0,72.0,0.09863013698630137,0.0,COLCHA SOLTE+P.TRAV 2PC STUDIO  SORT,"K - CAMA, MESA E BANHO",Recife,PE
5,467893,0.0,50.0,0.0684931506849315,0.0,COLCHA SOLTE+P.TRAV 2PC STUDIO  SORT,"K - CAMA, MESA E BANHO",Aracaju,SE
7,467893,0.0,61.0,0.08356164383561644,0.0,COLCHA SOLTE+P.TRAV 2PC STUDIO  SORT,"K - CAMA, MESA E BANHO",Natal,RN
8,467893,0.0,48.0,0.06575342465753424,0.0,COLCHA SOLTE+P.TRAV 2PC STUDIO  SORT,"K - CAMA, MESA E BANHO",Caruaru,PE
2,467899,0.0,92.0,0.12602739726027398,0.0,COLCHA SOLTE+P.TRAV 2PC MILAO SORT.7,"K - CAMA, MESA E BANHO",Recife,PE
9,467659,0.0,106.0,0.14520547945205478,0.0,GRAMA SINTETICA 10MM ROLO       1X2M,V - DECORACAO,Salvador,BA
9,467656,0.0,113.0,0.1547945205479452,0.0,AP.JANTAR CER.12PC MANDALA    137393,B - UTILIDADES DOMESTICAS,Salvador,BA
9,467657,0.0,77.0,0.10547945205479452,0.0,AP.JANTAR CER.12PC COLB    PT 137404,B - UTILIDADES DOMESTICAS,Salvador,BA
1,467659,0.0,92.0,0.12602739726027398,0.0,GRAMA SINTETICA 10MM ROLO       1X2M,V - DECORACAO,Garanhuns,PE
2,467659,0.0,296.0,0.4054794520547945,0.0,GRAMA SINTETICA 10MM ROLO       1X2M,V - DECORACAO,Recife,PE
3,467659,0.0,298.0,0.40821917808219177,0.0,GRAMA SINTETICA 10MM ROLO       1X2M,V - DECORACAO,Salvador,BA
4,467659,0.0,199.0,0.2726027397260274,0.0,GRAMA SINTETICA 10MM ROLO       1X2M,V - DECORACAO,Recife,PE
5,467659,0.0,143.0,0.1958904109589041,0.0,GRAMA SINTETICA 10MM ROLO       1X2M,V - DECORACAO,Aracaju,SE
6,467659,0.0,169.0,0.23150684931506849,0.0,GRAMA SINTETICA 10MM ROLO       1X2M,V - DECORACAO,Joao Pessoa,PB
7,467659,0.0,136.0,0.1863013698630137,0.0,GRAMA SINTETICA 10MM ROLO       1X2M,V - DECORACAO,Natal,RN
8,467659,0.0,169.0,0.23150684931506849,0.0,GRAMA SINTETICA 10MM ROLO       1X2M,V - DECORACAO,Caruaru,PE
5,469231,0.0,344.0,0.4712328767123288,0.0,GARRAFA AGUA VID.1.0L C/T      26621,B - UTILIDADES DOMESTICAS,Aracaju,SE
2,467661,0.0,60.0,0.0821917808219178,0.0,GRAMA SINTETICA 10MM ROLO       2X5M,V - DECORACAO,Recife,PE
9,467724,0.0,213.0,0.29178082191780824,0.0,COPO ACR. TULIPA 210ML      NT 20320,B - UTILIDADES DOMESTICAS,Salvador,BA
5,467730,0.0,557.0,0.763013698630137,0.0,P.DETERGENTE PLS 500ML      CZ 17008,B - UTILIDADES DOMESTICAS,Aracaju,SE
7,467730,0.0,322.0,0.4410958904109589,0.0,P.DETERGENTE PLS 500ML      CZ 17008,B - UTILIDADES DOMESTICAS,Natal,RN
9,467730,0.0,362.0,0.4958904109589041,0.0,P.DETERGENTE PLS 500ML      CZ 17008,B - UTILIDADES DOMESTICAS,Salvador,BA
7,467732,0.0,120.0,0.1643835616438356,0.0,P.DETERGENTE PLS             BR 0007,B - UTILIDADES DOMESTICAS,Natal,RN
9,467732,0.0,80.0,0.1095890410958904,0.0,P.DETERGENTE PLS             BR 0007,B - UTILIDADES DOMESTICAS,Salvador,BA
8,467736,0.0,51.0,0.06986301369863014,0.0,COND.SPLIT 12000 COND+EVAP.  ACST12F,D - ELETROS,Caruaru,PE
93,467736,0.0,1706.0,2.336986301369863,0.0,COND.SPLIT 12000 COND+EVAP.  ACST12F,D - ELETROS,Alhandra,PB
